,movie_title,title_year,actor_1_name,actor_2_name,actor_3_name,director_name,title_year
4640,"4 Months, 3 Weeks and 2 Days ",2007.0,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean,Cristian Mungiu,2007.0
4641,The Horror Network Vol. 1 ,2015.0,Javier Botet,Brian Dorton,Jan Cornet,Brian Dorton,2015.0
4642,Hard Candy ,2005.0,Odessa Rae,G.J. Echternkamp,Patrick Wilson,David Slade,2005.0
4643,The Quiet ,2005.0,Katy Mixon,David Gallagher,Edie Falco,Jamie Babbit,2005.0
4644,Circumstance ,2011.0,Sarah Kazemy,Reza Sixo Safai,Sina Amedson,Maryam Keshavarz,2011.0
4645,Fruitvale Station ,2013.0,Ahna O'Reilly,Melonie Diaz,Ariana Neal,Ryan Coogler,2013.0
4646,The Brass Teapot ,2012.0,Jack McBrayer,Michael Angarano,Alia Shawkat,Ramaa Mosley,2012.0
4647,Bambi ,1942.0,Sam Edwards,Donnie Dunagan,Ann Gillis,James Algar,1942.0
4648,The Hammer ,2007.0,John Enos III,Rian Bishop,Adam Carolla,Charles Herman-Wurmfeld,2007.0
4649,Snitch ,2013.0,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,Ric Roman Waugh,2013.0
4650,Latter Days ,2003.0,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset,C. Jay Cox,2003.0
4651,Elza ,2011.0,Stana Roumillac,Christophe Cherki,Teddy Doloir,Mariette Monpierre,2011.0
4652,1982 ,2013.0,Bokeem Woodbine,Ruby Dee,Quinton Aaron,Tommy Oliver,2013.0
4653,"For a Good Time, Call... ",2012.0,James Wolk,Ari Graynor,Nia Vardalos,Jamie Travis,2012.0
4654,Celeste & Jesse Forever ,2012.0,Ari Graynor,Janel Parrish,Rob Huebel,Lee Toland Krieger,2012.0
4655,Time Changer ,2002.0,Gavin MacLeod,D. David Morin,Hal Linden,Rich Christiano,2002.0
4656,London to Brighton ,2006.0,Lorraine Stanley,Johnny Harris,Georgia Groome,Paul Andrew Williams,2006.0
4657,American Hero ,2015.0,Eddie Griffin,Christopher Berry,Michelle Tabora,Nick Love,2015.0
4658,Windsor Drive ,2015.0,Tommy O'Reilly,Samaire Armstrong,Matt Cohen,Natalie Bible',2015.0
4659,A Separation ,2011.0,Shahab Hosseini,Leila Hatami,Peyman Moaadi,Asghar Farhadi,2011.0
4660,Crying with Laughter ,2009.0,Jo Hartley,Stephen McCole,Joe Cassidy,Justin Molotnikov,2009.0
4661,Welcome to the Dollhouse ,1995.0,Heather Matarazzo,Ken Leung,Christina Vidal,Todd Solondz,1995.0
4662,Ruby in Paradise ,1993.0,Allison Dean,Todd Field,Dorothy Lyman,Victor Nunez,1993.0
4663,Raising Victor Vargas ,2002.0,Victor Rasuk,Melonie Diaz,Judy Marte,Peter Sollett,2002.0
4664,Pandora's Box ,1929.0,Louise Brooks,Francis Lederer,Fritz Kortner,Georg Wilhelm Pabst,1929.0
4665,Harrison Montgomery ,2008.0,Martin Landau,Melora Walters,Diane Baker,Daniel Davila,2008.0
4666,Live-In Maid ,2004.0,Norma Aleandro,Hilda Bernard,Claudia Lapacó,Jorge Gaggero,2004.0
4667,Deterrence ,1999.0,Kevin Pollak,Kathryn Morris,Timothy Hutton,Rod Lurie,1999.0
4668,The Mudge Boy ,2003.0,Zachary Knighton,Tom Guiry,Ryan Donowho,Michael Burke,2003.0
4669,The Young Unknowns ,2000.0,Leslie Bibb,Eion Bailey,Arly Jover,Catherine Jelski,2000.0
4670,Not Cool ,2014.0,Shane Dawson,Kurt Angle,Cherami Leigh,Shane Dawson,2014.0
4671,Dead Snow ,2009.0,Bjørn Sundquist,Stig Frode Henriksen,Ane Dahl Torp,Tommy Wirkola,2009.0
4672,Saints and Soldiers ,2003.0,Corbin Allred,Larry Bagby,Kirby Heyborne,Ryan Little,2003.0
4673,Vessel ,2012.0,Taylor Pigeon,Alan Pietruszewski,Whit Spurgeon,Clark Baker,2012.0
4674,American Graffiti ,1973.0,Harrison Ford,Ron Howard,Mackenzie Phillips,George Lucas,1973.0
4675,Iraq for Sale: The War Profiteers ,2006.0,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko,Robert Greenwald,2006.0
4676,Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007.0,Tina Fey,Fred Armisen,Chris Kattan,Matt Maiellaro,2007.0
4677,Safety Not Guaranteed ,2012.0,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin,Colin Trevorrow,2012.0
4678,Kevin Hart: Laugh at My Pain ,2011.0,Isaac C. Singleton Jr.,Larry King,Jeanette Branch,Leslie Small,2011.0
4679,Kill List ,2011.0,MyAnna Buring,Ben Crompton,Neil Maskell,Ben Wheatley,2011.0
4680,The Innkeepers ,2011.0,Lena Dunham,Jake Ryan,Pat Healy,Ti West,2011.0
4681,The Unborn ,2009.0,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,David S. Goyer,2009.0
4682,The Conformist ,1970.0,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda,Bernardo Bertolucci,1970.0
4683,Interview with the Assassin ,2002.0,Raymond J. Barry,Christel Khalil,Renee Faia,Neil Burger,2002.0
4684,Donkey Punch ,2008.0,Julian Morris,Nichola Burley,Tom Burke,Oliver Blackburn,2008.0
4685,All the Boys Love Mandy Lane ,2006.0,Luke Grimes,Michael Welch,Whitney Able,Jonathan Levine,2006.0
4686,Bled ,2009.0,Dichen Lachman,Jennifer Lee Wiggins,Michele Morrow,Christopher Hutson,2009.0
4687,High Noon ,1952.0,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.,Fred Zinnemann,1952.0
4688,Hoop Dreams ,1994.0,William Gates,Arthur Agee,Isiah Thomas,Steve James,1994.0
4689,Rize ,2005.0,Kevin Scott Richardson,Christopher Toler,Tommy the Clown,David LaChapelle,2005.0
4690,Destiny ,2014.0,Peter Dinklage,Lauren Cohan,Erick Avari,Joseph Kosinski,2014.0
4691,L.I.E. ,2001.0,Adam LeFevre,Bruce Altman,Walter Masterson,Michael Cuesta,2001.0
4692,The Sisterhood of Night ,2014.0,Laura Fraser,Kara Hayward,Louis Ozawa Changchien,Caryn Waechter,2014.0
4693,B-Girl ,2009.0,Aimee Garcia,Wesley Jonathan,Drew Sidora,Emily Dell,2009.0
4694,King Kong ,2005.0,Naomi Watts,Thomas Kretschmann,Evan Parke,Peter Jackson,2005.0
4695,House of Wax ,2005.0,Robert Ri'chard,Paris Hilton,Brian Van Holt,Jaume Collet-Serra,2005.0
4696,Half Nelson ,2006.0,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,Ryan Fleck,2006.0
4697,Naturally Native ,1998.0,Irene Bedard,Akima,Max Gail,Jennifer Wynne Farmer,1998.0
4698,Hav Plenty ,1997.0,Hill Harper,Robinne Lee,Chenoa Maxwell,Christopher Scott Cherot,1997.0
4699,Adulterers ,2015.0,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre,H.M. Coakley,2015.0
4700,Escape from Tomorrow ,2013.0,Trey Loney,Lee Armstrong,Amy Lucas,Randy Moore,2013.0
4701,Starsuckers ,2009.0,Richard Curtis,Harvey Weinstein,Elton John,Chris Atkins,2009.0
4702,The Hadza: Last of the First ,2014.0,Alfre Woodard,Dave Fennoy,Jane Goodall,Bill Benenson,2014.0
4703,After ,2012.0,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,Ryan Smith,2012.0
4704,Treachery ,2013.0,Matthew Ziff,Lorraine Ziff,Michael Biehn,Travis Romero,2013.0
4705,Walter ,2015.0,Leven Rambin,Justin Kirk,Virginia Madsen,Anna Mastro,2015.0
4706,Top Hat ,1935.0,Ginger Rogers,Edward Everett Horton,Eric Blore,Mark Sandrich,1935.0
4707,The Blair Witch Project ,1999.0,Heather Donahue,Joshua Leonard,Michael C. Williams,Daniel Myrick,1999.0
4708,Woodstock ,1970.0,Joe Cocker,Jimi Hendrix,Joan Baez,Michael Wadleigh,1970.0
4709,The Kentucky Fried Movie ,1977.0,David Zucker,Barry Dennen,Tara Strohmeier,John Landis,1977.0
4710,Mercy Streets ,2000.0,Stacy Keach,David A.R. White,Cynthia Watros,Jon Gunn,2000.0
4711,Arnolds Park ,2007.0,Kendyl Joi,Matthew Feeney,Tac Fitzgerald,Gene Teigland,2007.0
4712,Broken Vessels ,1998.0,William Smith,Jason London,Brent David Fraser,Scott Ziehl,1998.0
4713,Water & Power ,2013.0,Nicholas Gonzalez,Angela Nordeng,Exie Booker,Richard Montoya,2013.0
4714,They Will Have to Kill Us First ,2015.0,Aliou Touré,Garba Touré,Khaira Arby,Johanna Schwartz,2015.0
4715,Crop Circles: Quest for Truth ,2002.0,Karen Alexander,Colin Andrews,Francine Blake,William Gazecki,2002.0
4716,Light from the Darkroom ,2014.0,Russell Wong,Steven Michael Quezada,Lymari Nadal,Lance McDaniel,2014.0
4717,Irreplaceable ,2016.0,François Cluzet,Félix Moati,Marianne Denicourt,Thomas Lilti,2016.0
4718,The Maid's Room ,2013.0,Paula Garcés,Annabella Sciorra,John Brodsky,Michael Walker,2013.0
4719,A Hard Day's Night ,1964.0,Paul McCartney,Ringo Starr,George Harrison,Richard Lester,1964.0
4720,The Harvest/La Cosecha ,2011.0,,,,U. Roberto Romano,2011.0
4721,Love Letters ,1983.0,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,Amy Holden Jones,1983.0
4722,Julija in alfa Romeo ,2015.0,Dario Nozic Serini,Spela Colja,Andrej Nahtigal,Blaz Zavrsnik,2015.0
4723,Fireproof ,2008.0,Kirk Cameron,Ken Bevel,Erin Bethea,Alex Kendrick,2008.0
4724,Faith Connections ,2013.0,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,Pan Nalin,2013.0
4725,Benji ,1974.0,Frances Bavier,Peter Breck,Edgar Buchanan,Joe Camp,1974.0
4726,Open Water ,2003.0,Blanchard Ryan,Saul Stein,Daniel Travis,Chris Kentis,2003.0
4727,High Road ,2011.0,Joe Lo Truglio,Matt Jones,Abby Elliott,Matt Walsh,2011.0
4728,Kingdom of the Spiders ,1977.0,Woody Strode,Hoke Howell,Tiffany Bolling,John 'Bud' Cardos,1977.0
4729,Mad Hot Ballroom ,2005.0,Heather Berman,Eva Carrozza,Paul Daggett,Marilyn Agrelo,2005.0
4730,The Station Agent ,2003.0,Peter Dinklage,Joe Lo Truglio,Paula Garcés,Tom McCarthy,2003.0
4731,To Save a Life ,2009.0,Randy Wayne,Sean Michael Afable,D. David Morin,Brian Baugh,2009.0
4732,Wordplay ,2006.0,Ken Burns,Bill Clinton,Bob Dole,Patrick Creadon,2006.0
4733,Beyond the Mat ,1999.0,Terry Funk,Vince McMahon,Mick Foley,Barry W. Blaustein,1999.0
4734,The Singles Ward ,2002.0,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,Kurt Hale,2002.0
4735,Osama ,2003.0,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati,Siddiq Barmak,2003.0
4736,Sholem Aleichem: Laughing in the Darkness ,2011.0,Rachel Dratch,Peter Riegert,Jason Kravits,Joseph Dorman,2011.0
4737,Groove ,2000.0,Rachel True,Ari Gold,Denny Kirkwood,Greg Harrison,2000.0
4738,The R.M. ,2003.0,Kirby Heyborne,Big Budah,Curt Doussett,Kurt Hale,2003.0
4739,Twin Falls Idaho ,1999.0,Sasha Alexander,William Katt,Jon Gries,Michael Polish,1999.0
4740,Mean Creek ,2004.0,Rory Culkin,Scott Mechlowicz,Trevor Morgan,Jacob Aaron Estes,2004.0
4741,Hurricane Streets ,1997.0,Edie Falco,Heather Matarazzo,Lynn Cohen,Morgan J. Freeman,1997.0
4742,Never Again ,2001.0,Peter Dinklage,Bill Duke,Michael McKean,Eric Schaeffer,2001.0
4743,Civil Brand ,2002.0,Monica Calhoun,LisaRaye McCoy,Clifton Powell,Neema Barnette,2002.0
4744,Lonesome Jim ,2005.0,Kevin Corrigan,Seymour Cassel,Mary Kay Place,Steve Buscemi,2005.0
4745,Drinking Buddies ,2013.0,Olivia Wilde,Anna Kendrick,Ti West,Joe Swanberg,2013.0
4746,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012.0,David Mamet,Ricky Jay,Dick Cavett,Molly Bernstein,2012.0
4747,Seven Samurai ,1954.0,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Akira Kurosawa,1954.0
4748,The Other Dream Team ,2012.0,Tommy Sheppard,Greg Speirs,Mickey Hart,Marius A. Markevicius,2012.0
4749,Johnny Suede ,1991.0,Brad Pitt,Tina Louise,Nick Cave,Tom DiCillo,1991.0
4750,Finishing the Game: The Search for a New Bruce Lee ,2007.0,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,Justin Lin,2007.0
4751,Rubber ,2010.0,Haley Ramm,Jack Plotnick,Cecelia Antoinette,Quentin Dupieux,2010.0
4752,Home ,2015.0,Jim Parsons,Matt Jones,April Winchell,Tim Johnson,2015.0
4753,Kiss the Bride ,2007.0,Tori Spelling,Amber Benson,Garrett M. Brown,C. Jay Cox,2007.0
4754,The Slaughter Rule ,2002.0,Ryan Gosling,Clea DuVall,Eddie Spears,Alex Smith,2002.0
4755,Monsters ,2010.0,Scoot McNairy,Whitney Able,Ricky Catter,Gareth Edwards,2010.0
4756,The Californians ,2005.0,Keith Carradine,Joanne Whalley,Illeana Douglas,Jonathan Parker,2005.0
4757,The Living Wake ,2007.0,Jim Gaffigan,Ann Dowd,Matthew Cowles,Sol Tryon,2007.0
4758,Detention of the Dead ,2012.0,Justin Chon,Christa B. Allen,Max Adler,Alex Craig Mann,2012.0
4759,Crazy Stone ,2006.0,Bo Huang,Zheng Xu,Zhonghua Chen,Hao Ning,2006.0
4760,Scott Walker: 30 Century Man ,2006.0,Brian Eno,Jacques Brel,Damon Albarn,Stephen Kijak,2006.0
4761,Everything Put Together ,2000.0,Radha Mitchell,Alan Ruck,Megan Mullally,Marc Forster,2000.0
4762,Good Kill ,2014.0,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,Andrew Niccol,2014.0
4763,Insomnia Manica ,2005.0,Daston Kalili,Rai Alexandra,Chin-Chien Chang,Daston Kalili,2005.0
4764,The Outrageous Sophie Tucker ,2014.0,Carol Channing,Bruce Vilanch,Tony Bennett,William Gazecki,2014.0
4765,Now Is Good ,2012.0,Jeremy Irvine,Olivia Williams,Paddy Considine,Ol Parker,2012.0
4766,Girls Gone Dead ,2012.0,Vincent Chimato,John McGlothlin,Al Sapienza,Michael Hoffman Jr.,2012.0
4767,America Is Still the Place ,2015.0,Emma Caulfield,Dylan Baker,Mike Colter,Patrick Gilles,2015.0
4768,Subconscious ,2015.0,Mike Beckingham,Tim Abell,Tom Stedham,Georgia Hilton,2015.0
4770,Enter Nowhere ,2011.0,Shaun Sipos,Katherine Waterston,Christopher Denham,Jack Heller,2011.0
4771,The King of Najayo ,2012.0,Manny Perez,Christian Alvarez,Claudette Lalí,Fernando Baez Mella,2012.0
4772,Fight to the Finish ,2016.0,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,Warren Sheppard,2016.0
4773,Alleluia! The Devil's Carnival ,2016.0,Paul Sorvino,Barry Bostwick,Terrance Zdunich,Darren Lynn Bousman,2016.0
4774,The Sound and the Shadow ,2014.0,Mary Kate Wiles,Jennifer Landa,Felix Avitia,Justin Paul Miller,2014.0
4775,Rodeo Girl ,2016.0,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,Joel Paul Reisig,2016.0
4776,Born to Fly: Elizabeth Streb vs. Gravity ,2014.0,Elizabeth Streb,Sarah Callan,Laura Flanders,Catherine Gund,2014.0
4777,The Little Ponderosa Zoo ,2016.0,Mike Stanley,Jeff Delaney,Jamison Stalsworth,Luke Dye,2016.0
4778,Oz the Great and Powerful ,2013.0,Tim Holmes,Mila Kunis,James Franco,Sam Raimi,2013.0
4779,The Toxic Avenger ,1984.0,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Michael Herz,1984.0
4780,Straight Out of Brooklyn ,1991.0,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,Matty Rich,1991.0
4781,Bloody Sunday ,2002.0,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,Paul Greengrass,2002.0
4782,Diamond Ruff ,2015.0,Luis Sanchez,Dennis L.A. White,Fredro Starr,Alec Asten,2015.0
4783,Conversations with Other Women ,2005.0,Olivia Wilde,Thomas Lennon,Nora Zehetner,Hans Canosa,2005.0
4784,Poultrygeist: Night of the Chicken Dead ,2006.0,John Karyus,Lloyd Kaufman,Kate Graham,Lloyd Kaufman,2006.0
4785,Mutual Friends ,2013.0,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,Matthew Watts,2013.0
4786,42nd Street ,1933.0,Ginger Rogers,Dick Powell,George Brent,Lloyd Bacon,1933.0
4787,Rise of the Entrepreneur: The Search for a Better Way ,2014.0,Bob Proctor,Jack Canfield,Eric Worre,Joe Kenemore,2014.0
4788,Metropolitan ,1990.0,Chris Eigeman,Taylor Nichols,Ellia Thompson,Whit Stillman,1990.0
4789,As It Is in Heaven ,2004.0,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,Kay Pollak,2004.0
4790,Roadside ,2013.0,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,Eric England,2013.0
4791,Napoleon Dynamite ,2004.0,Jon Heder,Diedrich Bader,Jon Gries,Jared Hess,2004.0
4792,Blue Ruin ,2013.0,Devin Ratray,Eve Plumb,Amy Hargreaves,Jeremy Saulnier,2013.0
4793,Paranormal Activity ,2007.0,Micah Sloat,Ashley Palmer,Amber Armstrong,Oren Peli,2007.0
4794,Dogtown and Z-Boys ,2001.0,Tony Alva,Jay Adams,Jeff Ament,Stacy Peralta,2001.0
4795,Monty Python and the Holy Grail ,1975.0,Eric Idle,Michael Palin,Terry Jones,Terry Gilliam,1975.0
4796,Quinceañera ,2006.0,Emily Rios,Jesse Garcia,Alicia Sixtos,Richard Glatzer,2006.0
4797,Gory Gory Hallelujah ,2003.0,Tony Doupe,Sue Corcoran,David Frederick White,Sue Corcoran,2003.0
4798,Heroes             ,,Sendhil Ramamurthy,Masi Oka,Greg Grunberg,,
4799,Tarnation ,2003.0,Greg Ayres,Jonathan Caouette,Renee Leblanc,Jonathan Caouette,2003.0
4800,I Want Your Money ,2010.0,Bill Farmer,Chris Cox,Mike Huckabee,Ray Griggs,2010.0
4801,Love in the Time of Monsters ,2014.0,Kane Hodder,Paul Elia,Alex Sanborn,Matt Jackson,2014.0
4802,The Beyond ,1981.0,Catriona MacColl,David Warbeck,Al Cliver,Lucio Fulci,1981.0
4803,Home Movies             ,,Brendon Small,Ron Lynch,Melissa Bardin Galsky,,
4804,What Happens in Vegas ,2008.0,Treat Williams,Andrew Daly,Michelle Krusiec,Tom Vaughan,2008.0
4805,The Dark Hours ,2005.0,Dov Tiefenbach,Jeff Seymour,Gordon Currie,Paul Fox,2005.0
4806,My Beautiful Laundrette ,1985.0,Saeed Jaffrey,Roshan Seth,Garry Cooper,Stephen Frears,1985.0
4807,Fabled ,2002.0,R. Brandon Johnson,Adam LeFevre,Desmond Askew,Ari Kirschenbaum,2002.0
4808,Show Me ,2004.0,Katharine Isabelle,Michelle Nolden,Gabriel Hogan,Cassandra Nicolaou,2004.0
4809,Cries & Whispers ,1972.0,Liv Ullmann,Ingrid Thulin,Erland Josephson,Ingmar Bergman,1972.0
4810,Intolerance: Love's Struggle Throughout the Ages ,1916.0,Lillian Gish,Mae Marsh,Walter Long,D.W. Griffith,1916.0
4811,Trekkies ,1997.0,Walter Koenig,DeForest Kelley,James Doohan,Roger Nygard,1997.0
4812,The Broadway Melody ,1929.0,Anita Page,Bessie Love,Charles King,Harry Beaumont,1929.0
4813,The Evil Dead ,1981.0,Ted Raimi,Betsy Baker,Ellen Sandweiss,Sam Raimi,1981.0
4814,Maniac ,2012.0,America Olivo,Nora Arnezeder,Liane Balaban,Franck Khalfoun,2012.0
4815,Censored Voices ,2015.0,Amos Oz,,,Mor Loushy,2015.0
4816,Murderball ,2005.0,Mark Zupan,Joe Bishop,Andy Cohn,Henry Alex Rubin,2005.0
4817,American Ninja 2: The Confrontation ,1987.0,Michael Dudikoff,Steve James,Larry Poindexter,Sam Firstenberg,1987.0
4818,51 Birch Street ,2005.0,Carol Block,Ellen Block,Mike Block,Doug Block,2005.0
4819,Revolution             ,,Billy Burke,Tracy Spiridakos,David Lyons,,
4820,Rotor DR1 ,2015.0,Tom E. Nicholson,Natalie Welch,Christian Kapper,Chad Kapper,2015.0
4821,Halloween ,1978.0,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,John Carpenter,1978.0
4822,12 Angry Men ,1957.0,Jack Warden,Lee J. Cobb,John Fiedler,Sidney Lumet,1957.0
4823,My Dog Tulip ,2009.0,Isabella Rossellini,Peter Gerety,Lynn Redgrave,Paul Fierlinger,2009.0
4824,It Happened One Night ,1934.0,Claudette Colbert,Alan Hale,Walter Connolly,Frank Capra,1934.0
4825,Dogtooth ,2009.0,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou,Yorgos Lanthimos,2009.0
4826,Tupac: Resurrection ,2003.0,James Cagney,Gary Coleman,Todd Bridges,Lauren Lazin,2003.0
4827,Tumbleweeds ,1999.0,Kimberly J. Brown,Janet McTeer,Lois Smith,Gavin O'Connor,1999.0
4828,The Prophecy ,1995.0,Viggo Mortensen,Adam Goldberg,Virginia Madsen,Gregory Widen,1995.0
4829,When the Cat's Away ,1996.0,Simon Abkarian,Zinedine Soualem,Jane Bradbury,Cédric Klapisch,1996.0
4830,Pieces of April ,2003.0,Oliver Platt,Adrian Martinez,Derek Luke,Peter Hedges,2003.0
4831,The Big Swap ,1998.0,Kevin Howarth,Mark Caven,Thierry Harcourt,Niall Johnson,1998.0
4832,Old Joy ,2006.0,Daniel London,Lucy,Will Oldham,Kelly Reichardt,2006.0
4833,Wendy and Lucy ,2008.0,John Robinson,Lucy,Will Oldham,Kelly Reichardt,2008.0
4834,3 Backyards ,2010.0,Embeth Davidtz,Edie Falco,Kathryn Erbe,Eric Mendelsohn,2010.0
4835,Pierrot le Fou ,1965.0,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Jean-Luc Godard,1965.0
4836,Sisters in Law ,2005.0,Vera Ngassa,Beatrice Ntuba,,Florence Ayisi,2005.0
4837,Ayurveda: Art of Being ,2001.0,,,,Pan Nalin,2001.0
4838,Nothing But a Man ,1964.0,Yaphet Kotto,Gloria Foster,Ivan Dixon,Michael Roemer,1964.0
4839,"First Love, Last Rites ",1997.0,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner,Jesse Peretz,1997.0
4840,Fighting Tommy Riley ,2004.0,Don Wallace,Eddie Jones,Christina Chambers,Eddie O'Flaherty,2004.0
4841,Royal Kill ,2009.0,Lalaine,Alexander Wraith,Darren Kendrick,Babar Ahmed,2009.0
4842,Across the Universe ,2007.0,Jim Sturgess,T.V. Carpio,Robert Clohessy,Julie Taymor,2007.0
4843,The Looking Glass ,2015.0,Trish Basinger,Elizabeth Stenholt,Mary Norwood,John D. Hancock,2015.0
4844,Death Race 2000 ,1975.0,Sylvester Stallone,David Carradine,Martin Kove,Paul Bartel,1975.0
4845,Locker 13 ,2014.0,Tatyana Ali,Ricky Schroder,Jon Polito,Bruce Dellis,2014.0
4846,Midnight Cabaret ,1990.0,Michael Des Barres,Wilhelm von Homburg,Thom Mathews,Pece Dingo,1990.0
4847,Anderson's Cross ,2010.0,Taran Killam,Joanna Cassidy,Ryan Carnes,Jerome Elston Scott,2010.0
4848,Bizarre ,2015.0,Rumi Missabu,Pierre Prieur,Raquel Nave,Étienne Faure,2015.0
4849,Graduation Day ,1981.0,Linnea Quigley,Carmen Argenziano,Vanna White,Herb Freed,1981.0
4850,Some Guy Who Kills People ,2011.0,Kevin Corrigan,Barry Bostwick,Ahmed Best,Jack Perez,2011.0
4851,Compliance ,2012.0,Dreama Walker,Matt Servitto,James McCaffrey,Craig Zobel,2012.0
4852,Chasing Amy ,1997.0,Matt Damon,Ethan Suplee,Joey Lauren Adams,Kevin Smith,1997.0
4853,Lovely & Amazing ,2001.0,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,Nicole Holofcener,2001.0
4854,Death Calls ,2010.0,Hector Echavarria,Robert Miano,Ron Roggé,Ken Del Conte,2010.0
4855,Better Luck Tomorrow ,2002.0,Parry Shen,Jason Tobin,Collin Kahey,Justin Lin,2002.0
4856,The Incredibly True Adventure of Two Girls in Love ,1995.0,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,Maria Maggenti,1995.0
4857,Chuck & Buck ,2000.0,Lupe Ontiveros,Mike White,Chris Weitz,Miguel Arteta,2000.0
4858,American Desi ,2001.0,Purva Bedi,Rizwan Manji,Anil Kumar,Piyush Dinker Pandya,2001.0
4859,Amidst the Devil's Wings ,2014.0,Keri Maletto,Nicholas Simmons,Barbie Castro,Daniel Columbie,2014.0
4860,Cube ,1997.0,David Hewlett,Julian Richings,Nicole de Boer,Vincenzo Natali,1997.0
4861,Love and Other Catastrophes ,1996.0,Radha Mitchell,Frances O'Connor,Matt Day,Emma-Kate Croghan,1996.0
4862,I Married a Strange Person! ,1997.0,Charis Michelsen,Bill Martone,Richard Spore,Bill Plympton,1997.0
4863,November ,2004.0,Amir Talai,Anne Archer,Nora Dunn,Greg Harrison,2004.0
4864,Like Crazy ,2011.0,Jennifer Lawrence,Charlie Bewley,Finola Hughes,Drake Doremus,2011.0
4865,Teeth and Blood ,2015.0,Marshal Hilton,Steffinnie Phrommany,Clint Jung,Al Franklin,2015.0
4866,Sugar Town ,1999.0,Ally Sheedy,Rosanna Arquette,John Doe,Allison Anders,1999.0
4867,The Motel ,2005.0,Samantha Futerman,Clint Jordan,Jackie Nova,Michael Kang,2005.0
4868,The Canyons ,2013.0,Nolan Gerard Funk,Gus Van Sant,James Deen,Paul Schrader,2013.0
4869,Happy Valley             ,,Shirley Henderson,James Norton,Sarah Lancashire,,
4870,On the Outs ,2004.0,Judy Marte,Flaco Navaja,Dominic Colón,Lori Silverbush,2004.0
4871,Shotgun Stories ,2007.0,Michael Abbott Jr.,Natalie Canerday,Travis Smith,Jeff Nichols,2007.0
4872,Exam ,2009.0,Colin Salmon,Luke Mably,Pollyanna McIntosh,Stuart Hazeldine,2009.0
4873,The Sticky Fingers of Time ,1997.0,James Urbaniak,Samantha Buck,Terumi Matthews,Hilary Brougher,1997.0
4874,Sunday School Musical ,2008.0,Dustin Fitzsimons,Mark Hengst,Debra Lynn Hull,Rachel Goldenberg,2008.0
4875,Rust ,2010.0,Corbin Bernsen,Lorne Cardinal,Kirsten Collins,Corbin Bernsen,2010.0
4876,Ink ,2009.0,Eme Ikwuakor,Marty Lindsey,Jessica Duffy,Jamin Winans,2009.0
4877,The Christmas Bunny ,2010.0,Florence Henderson,Derek Brandon,Charles Irving Beale,Tom Seidman,2010.0
